County,Region,State,State_ABB,Adult Obesity,Adult Smokers,Children in Poverty,Diabetic,Food Insecure,Physically Inactive
Dickens,South,Texas,TX,29%,15%,30%,12%,18%,31%
Reagan,South,Texas,TX,30%,15%,13%,12%,8%,26%
Palo Pinto,South,Texas,TX,30%,17%,26%,12%,19%,31%
Newton,South,Texas,TX,31%,17%,30%,12%,24%,31%
Anderson,South,Texas,TX,33%,18%,25%,12%,22%,27%
Victoria,South,Texas,TX,34%,15%,24%,12%,15%,28%
Fayette,South,Texas,TX,29%,13%,18%,12%,16%,30%
Burleson,South,Texas,TX,30%,14%,25%,12%,18%,30%
Freestone,South,Texas,TX,31%,15%,23%,12%,19%,27%
Titus,South,Texas,TX,32%,17%,30%,12%,17%,27%
Bee,South,Texas,TX,31%,17%,30%,12%,15%,25%
Bandera,South,Texas,TX,28%,14%,24%,12%,17%,28%
Eastland,South,Texas,TX,32%,16%,28%,12%,19%,32%
Kent,South,Texas,TX,30%,14%,20%,12%,16%,30%
Wood,South,Texas,TX,30%,15%,25%,12%,19%,29%
Ward,South,Texas,TX,31%,16%,19%,12%,14%,28%
Wilbarger,South,Texas,TX,30%,16%,24%,12%,18%,29%
Henderson,South,Texas,TX,31%,17%,31%,12%,20%,32%
Sutton,South,Texas,TX,30%,13%,20%,12%,10%,26%
Mills,South,Texas,TX,28%,14%,26%,12%,16%,27%
San Patricio,South,Texas,TX,32%,14%,24%,12%,14%,30%
Bosque,South,Texas,TX,30%,15%,24%,12%,18%,30%
Parmer,South,Texas,TX,31%,15%,20%,12%,12%,28%
Live Oak,South,Texas,TX,30%,15%,21%,12%,14%,32%
Nolan,South,Texas,TX,31%,16%,30%,12%,17%,29%
Dawson,South,Texas,TX,32%,16%,26%,12%,15%,26%
Delta,South,Texas,TX,29%,16%,29%,12%,20%,32%
Grimes,South,Texas,TX,32%,17%,25%,12%,19%,30%
Jasper,South,Texas,TX,33%,17%,28%,12%,23%,31%
Leon,South,Texas,TX,31%,15%,21%,12%,18%,32%
Calhoun,South,Texas,TX,30%,15%,26%,12%,14%,26%
Haskell,South,Texas,TX,30%,15%,35%,12%,18%,28%
Hill,South,Texas,TX,31%,16%,32%,12%,19%,24%
Sterling,South,Texas,TX,31%,16%,18%,12%,15%,28%
Angelina,South,Texas,TX,34%,19%,26%,12%,20%,27%
Mason,South,Texas,TX,28%,12%,25%,13%,15%,29%
Coke,South,Texas,TX,29%,13%,22%,13%,17%,30%
Bexar,South,Texas,TX,28%,13%,26%,13%,14%,21%
Medina,South,Texas,TX,32%,14%,22%,13%,13%,28%
Pecos,South,Texas,TX,30%,15%,22%,13%,11%,27%
San Jacinto,South,Texas,TX,31%,16%,30%,13%,20%,31%
Terry,South,Texas,TX,32%,16%,29%,13%,14%,28%
Limestone,South,Texas,TX,35%,17%,29%,13%,20%,32%
Polk,South,Texas,TX,34%,17%,31%,13%,21%,30%
Navarro,South,Texas,TX,34%,18%,32%,13%,20%,28%
Jefferson,South,Texas,TX,37%,18%,32%,13%,25%,30%
Crockett,South,Texas,TX,31%,13%,19%,13%,11%,29%
Caldwell,South,Texas,TX,28%,17%,24%,13%,16%,27%
Hale,South,Texas,TX,28%,18%,33%,13%,18%,30%
Foard,South,Texas,TX,29%,14%,25%,13%,19%,29%
DeWitt,South,Texas,TX,33%,15%,26%,13%,15%,33%
Upton,South,Texas,TX,30%,15%,19%,13%,12%,28%
Karnes,South,Texas,TX,31%,17%,30%,13%,15%,31%
Kleberg,South,Texas,TX,31%,17%,29%,13%,14%,27%
Cherokee,South,Texas,TX,31%,18%,29%,13%,21%,33%
Fisher,South,Texas,TX,29%,14%,23%,13%,17%,29%
Reeves,South,Texas,TX,30%,16%,27%,13%,12%,29%
Nueces,South,Texas,TX,32%,16%,23%,13%,14%,28%
Collingsworth,South,Texas,TX,30%,17%,30%,13%,16%,29%
Gillespie,South,Texas,TX,31%,13%,20%,13%,15%,28%
Baylor,South,Texas,TX,29%,15%,29%,13%,19%,26%
Camp,South,Texas,TX,32%,17%,36%,13%,21%,28%
Schleicher,South,Texas,TX,29%,15%,19%,13%,13%,27%
San Saba,South,Texas,TX,30%,16%,33%,13%,17%,29%
Robertson,South,Texas,TX,31%,16%,29%,13%,21%,28%
Morris,South,Texas,TX,34%,16%,30%,13%,24%,30%
Cass,South,Texas,TX,31%,17%,30%,13%,24%,27%
Shelby,South,Texas,TX,34%,19%,32%,13%,21%,28%
Goliad,South,Texas,TX,32%,14%,24%,13%,14%,30%
Kerr,South,Texas,TX,25%,14%,29%,13%,17%,30%
Wharton,South,Texas,TX,32%,16%,24%,13%,17%,29%
Deaf Smith,South,Texas,TX,32%,17%,28%,13%,11%,29%
Milam,South,Texas,TX,31%,16%,29%,13%,20%,27%
Swisher,South,Texas,TX,30%,16%,29%,13%,18%,30%
Brewster,South,Texas,TX,28%,15%,23%,13%,15%,24%
Colorado,South,Texas,TX,31%,15%,25%,13%,17%,28%
Kimble,South,Texas,TX,30%,14%,34%,13%,17%,27%
Knox,South,Texas,TX,29%,16%,33%,13%,18%,28%
Lynn,South,Texas,TX,31%,16%,28%,13%,15%,30%
Briscoe,South,Texas,TX,30%,16%,29%,13%,17%,29%
Llano,South,Texas,TX,27%,13%,29%,14%,18%,27%
McMullen,South,Texas,TX,31%,14%,14%,14%,11%,29%
Stonewall,South,Texas,TX,29%,15%,22%,14%,17%,30%
Atascosa,South,Texas,TX,28%,15%,24%,14%,11%,27%
Comanche,South,Texas,TX,31%,16%,32%,14%,18%,29%
McCulloch,South,Texas,TX,31%,16%,30%,14%,15%,29%
Coleman,South,Texas,TX,30%,16%,36%,14%,21%,30%
Falls,South,Texas,TX,30%,18%,31%,14%,22%,32%
Red River,South,Texas,TX,31%,17%,31%,14%,23%,31%
Matagorda,South,Texas,TX,33%,17%,30%,14%,19%,27%
Terrell,South,Texas,TX,30%,13%,25%,14%,11%,30%
Houston,South,Texas,TX,30%,18%,37%,14%,24%,32%
Frio,South,Texas,TX,31%,18%,32%,14%,12%,25%
Trinity,South,Texas,TX,31%,17%,31%,14%,20%,30%
Aransas,South,Texas,TX,28%,15%,32%,14%,18%,28%
Runnels,South,Texas,TX,28%,16%,27%,14%,17%,28%
Gonzales,South,Texas,TX,33%,17%,29%,14%,15%,31%
La Salle,South,Texas,TX,30%,18%,36%,14%,9%,26%
Sabine,South,Texas,TX,29%,16%,30%,14%,25%,30%
Marion,South,Texas,TX,33%,17%,36%,14%,24%,33%
Cochran,South,Texas,TX,30%,17%,30%,14%,13%,29%
Hardeman,South,Texas,TX,32%,19%,29%,14%,20%,28%
Cottle,South,Texas,TX,30%,15%,32%,14%,19%,29%
Motley,South,Texas,TX,28%,16%,31%,14%,20%,31%
Castro,South,Texas,TX,30%,17%,29%,14%,14%,27%
Refugio,South,Texas,TX,31%,14%,26%,15%,13%,28%
Val Verde,South,Texas,TX,29%,16%,31%,15%,11%,28%
Lamb,South,Texas,TX,29%,17%,32%,15%,15%,27%
Crosby,South,Texas,TX,29%,16%,37%,15%,16%,27%
Real,South,Texas,TX,30%,15%,34%,15%,18%,29%
Bailey,South,Texas,TX,30%,18%,30%,15%,13%,28%
Jeff Davis,South,Texas,TX,27%,13%,29%,15%,12%,26%
Uvalde,South,Texas,TX,31%,17%,34%,15%,13%,29%
Jim Wells,South,Texas,TX,29%,15%,29%,15%,10%,28%
El Paso,South,Texas,TX,27%,16%,32%,15%,13%,24%
Floyd,South,Texas,TX,29%,16%,37%,15%,16%,28%
Webb,South,Texas,TX,32%,18%,42%,15%,11%,27%
Hall,South,Texas,TX,31%,17%,39%,15%,19%,31%
Menard,South,Texas,TX,29%,13%,40%,15%,17%,31%
Hidalgo,South,Texas,TX,37%,15%,46%,16%,14%,25%
Edwards,South,Texas,TX,29%,13%,37%,16%,12%,28%
San Augustine,South,Texas,TX,33%,18%,38%,16%,25%,30%
Dimmit,South,Texas,TX,31%,15%,35%,16%,10%,27%
Kenedy,South,Texas,TX,30%,16%,30%,16%,15%,28%
Zapata,South,Texas,TX,30%,18%,45%,16%,10%,28%
Kinney,South,Texas,TX,29%,16%,25%,17%,14%,29%
Willacy,South,Texas,TX,29%,20%,46%,17%,16%,27%
Cameron,South,Texas,TX,32%,18%,47%,17%,14%,22%
Loving,South,Texas,TX,31%,23%,19%,17%,18%,25%
Culberson,South,Texas,TX,31%,18%,37%,18%,11%,29%
Maverick,South,Texas,TX,30%,18%,36%,18%,13%,28%
Jim Hogg,South,Texas,TX,30%,16%,33%,18%,6%,28%
Duval,South,Texas,TX,30%,16%,34%,18%,9%,29%
Starr,South,Texas,TX,30%,20%,44%,18%,15%,24%
Zavala,South,Texas,TX,30%,19%,41%,18%,16%,28%
Presidio,South,Texas,TX,28%,16%,34%,19%,14%,30%
Hudspeth,South,Texas,TX,29%,21%,39%,20%,13%,26%
Brooks,South,Texas,TX,29%,19%,46%,21%,13%,29%
Bedford City,South,Virginia,VA,33%,0%,0%,0%,17%,25%
Arlington,South,Virginia,VA,17%,13%,11%,6%,9%,14%
Lexington City,South,Virginia,VA,27%,20%,17%,7%,18%,23%
Radford City,South,Virginia,VA,29%,27%,21%,7%,20%,21%
Montgomery,South,Virginia,VA,24%,21%,16%,7%,15%,19%
Loudoun,South,Virginia,VA,22%,13%,4%,7%,5%,20%
Harrisonburg City,South,Virginia,VA,27%,24%,24%,7%,17%,19%
Williamsburg City,South,Virginia,VA,27%,18%,24%,7%,17%,24%
Fairfax,South,Virginia,VA,20%,12%,9%,8%,6%,15%
Stafford,South,Virginia,VA,33%,16%,8%,8%,8%,22%
Alexandria City,South,Virginia,VA,21%,14%,16%,8%,11%,16%
Falls Church City,South,Virginia,VA,26%,15%,3%,8%,7%,22%
Charlottesville City,South,Virginia,VA,26%,22%,24%,8%,18%,19%
Prince William,South,Virginia,VA,25%,15%,10%,8%,7%,18%
Fredericksburg City,South,Virginia,VA,30%,20%,23%,8%,16%,23%
Albemarle,South,Virginia,VA,23%,15%,10%,8%,10%,20%
King George,South,Virginia,VA,29%,16%,11%,8%,10%,25%
Virginia Beach City,South,Virginia,VA,27%,17%,12%,8%,11%,20%
Frederick,South,Virginia,VA,33%,15%,12%,8%,8%,24%
Hanover,South,Virginia,VA,27%,15%,8%,9%,8%,22%
York,South,Virginia,VA,27%,15%,7%,9%,9%,22%
Manassas Park,South,Virginia,VA,28%,17%,16%,9%,7%,22%
Manassas Park,South,Virginia,VA,30%,17%,15%,9%,6%,24%
Fairfax City,South,Virginia,VA,23%,13%,8%,9%,6%,19%
Powhatan,South,Virginia,VA,31%,15%,9%,9%,8%,25%
Poquoson City,South,Virginia,VA,27%,15%,7%,9%,7%,23%
Fauquier,South,Virginia,VA,26%,16%,9%,9%,7%,24%
Salem City,South,Virginia,VA,24%,17%,14%,9%,12%,23%
Spotsylvania,South,Virginia,VA,34%,18%,13%,9%,9%,25%
Roanoke,South,Virginia,VA,27%,18%,11%,9%,9%,25%
Warren,South,Virginia,VA,28%,18%,16%,9%,10%,20%
Rockingham,South,Virginia,VA,28%,16%,16%,9%,9%,24%
New Kent,South,Virginia,VA,32%,16%,10%,9%,8%,23%
Chesterfield,South,Virginia,VA,27%,17%,11%,9%,10%,20%
Greene,South,Virginia,VA,27%,17%,14%,9%,9%,25%
Botetourt,South,Virginia,VA,26%,15%,11%,9%,8%,24%
Gloucester,South,Virginia,VA,33%,16%,15%,9%,9%,24%
Chesapeake City,South,Virginia,VA,31%,16%,14%,9%,12%,22%
Clarke,South,Virginia,VA,28%,16%,11%,9%,8%,23%
Culpeper,South,Virginia,VA,30%,18%,15%,9%,10%,25%
Prince George,South,Virginia,VA,35%,19%,13%,9%,12%,26%
Norfolk City,South,Virginia,VA,31%,21%,32%,9%,19%,25%
Fluvanna,South,Virginia,VA,30%,16%,11%,10%,8%,23%
Bland,South,Virginia,VA,29%,17%,17%,10%,11%,28%
King William,South,Virginia,VA,30%,17%,13%,10%,10%,29%
Henrico,South,Virginia,VA,28%,16%,17%,10%,13%,22%
Colonial Heights City,South,Virginia,VA,26%,16%,19%,10%,12%,26%
Augusta,South,Virginia,VA,30%,17%,14%,10%,9%,24%
Giles,South,Virginia,VA,31%,18%,18%,10%,11%,30%
Lynchburg City,South,Virginia,VA,30%,20%,32%,10%,18%,22%
Shenandoah,South,Virginia,VA,26%,17%,18%,10%,10%,21%
Winchester City,South,Virginia,VA,27%,20%,22%,10%,13%,24%
Newport News City,South,Virginia,VA,34%,21%,26%,10%,16%,27%
Bedford,South,Virginia,VA,31%,16%,14%,10%,9%,23%
Craig,South,Virginia,VA,29%,17%,21%,10%,10%,24%
Washington,South,Virginia,VA,31%,17%,21%,10%,11%,28%
Wise,South,Virginia,VA,33%,21%,29%,10%,15%,37%
James City,South,Virginia,VA,25%,15%,12%,10%,9%,24%
Goochland,South,Virginia,VA,25%,15%,10%,10%,8%,25%
Orange,South,Virginia,VA,28%,17%,16%,10%,11%,28%
Floyd,South,Virginia,VA,27%,19%,20%,10%,11%,23%
Norton City,South,Virginia,VA,28%,22%,33%,10%,16%,24%
Waynesboro City,South,Virginia,VA,30%,20%,25%,11%,15%,23%
Russell,South,Virginia,VA,31%,22%,25%,11%,14%,29%
Buena Vista City,South,Virginia,VA,28%,22%,25%,11%,14%,24%
Franklin,South,Virginia,VA,27%,17%,24%,11%,11%,23%
Staunton City,South,Virginia,VA,28%,19%,26%,11%,15%,26%
Page,South,Virginia,VA,30%,19%,24%,11%,14%,25%
Campbell,South,Virginia,VA,33%,19%,19%,11%,12%,29%
Wythe,South,Virginia,VA,30%,20%,22%,11%,12%,27%
Tazewell,South,Virginia,VA,29%,19%,25%,11%,13%,31%
Smyth,South,Virginia,VA,27%,21%,27%,11%,14%,27%
Rappahannock,South,Virginia,VA,26%,16%,17%,11%,9%,25%
Amherst,South,Virginia,VA,30%,18%,21%,11%,12%,30%
Pulaski,South,Virginia,VA,32%,20%,22%,11%,12%,26%
Dickenson,South,Virginia,VA,30%,20%,27%,11%,14%,28%
Isle of Wight,South,Virginia,VA,29%,17%,14%,11%,11%,26%
Louisa,South,Virginia,VA,35%,17%,17%,11%,11%,28%
Rockbridge,South,Virginia,VA,24%,17%,19%,11%,11%,28%
Prince Edward,South,Virginia,VA,30%,21%,30%,11%,18%,25%
Suffolk City,South,Virginia,VA,30%,19%,20%,11%,14%,25%
Scott,South,Virginia,VA,33%,20%,26%,11%,13%,31%
Richmond City,South,Virginia,VA,30%,24%,39%,11%,21%,22%
Alleghany,South,Virginia,VA,31%,17%,22%,11%,12%,27%
Madison,South,Virginia,VA,31%,18%,18%,11%,10%,26%
Caroline,South,Virginia,VA,30%,19%,17%,11%,13%,22%
Bristol City,South,Virginia,VA,29%,21%,35%,11%,16%,25%
Covington City,South,Virginia,VA,29%,19%,27%,11%,15%,26%
Bath,South,Virginia,VA,31%,18%,16%,11%,11%,29%
Lee,South,Virginia,VA,28%,24%,32%,11%,16%,29%
Mathews,South,Virginia,VA,27%,15%,18%,12%,10%,23%
Dinwiddie,South,Virginia,VA,33%,19%,18%,12%,14%,29%
Buchanan,South,Virginia,VA,30%,22%,31%,12%,15%,30%
Appomattox,South,Virginia,VA,30%,20%,22%,12%,13%,26%
Roanoke City,South,Virginia,VA,34%,21%,33%,12%,17%,26%
Amelia,South,Virginia,VA,31%,19%,19%,12%,11%,27%
Carroll,South,Virginia,VA,31%,20%,25%,12%,13%,26%
Richmond,South,Virginia,VA,30%,19%,24%,12%,14%,25%
Hampton City,South,Virginia,VA,32%,20%,22%,12%,17%,25%
Hopewell City,South,Virginia,VA,34%,20%,31%,12%,19%,27%
Nelson,South,Virginia,VA,28%,18%,22%,12%,12%,21%
Galax City,South,Virginia,VA,29%,21%,35%,12%,14%,26%
Highland,South,Virginia,VA,27%,17%,22%,12%,9%,25%
Patrick,South,Virginia,VA,31%,20%,32%,12%,13%,27%
Grayson,South,Virginia,VA,33%,21%,29%,12%,14%,34%
Middlesex,South,Virginia,VA,26%,16%,26%,13%,11%,23%
King and Queen,South,Virginia,VA,31%,18%,23%,13%,12%,28%
Pittsylvania,South,Virginia,VA,33%,19%,20%,13%,13%,30%
Portsmouth City,South,Virginia,VA,37%,20%,28%,13%,19%,28%
Buckingham,South,Virginia,VA,33%,21%,27%,13%,16%,33%
Southampton,South,Virginia,VA,33%,19%,22%,13%,15%,33%
Essex,South,Virginia,VA,30%,19%,25%,13%,14%,30%
Charlotte,South,Virginia,VA,32%,20%,30%,13%,16%,28%
Henry,South,Virginia,VA,32%,20%,31%,14%,15%,36%
Cumberland,South,Virginia,VA,31%,20%,29%,14%,15%,24%
Lunenburg,South,Virginia,VA,27%,20%,29%,14%,17%,28%
Nottoway,South,Virginia,VA,36%,22%,31%,14%,16%,31%
Surry,South,Virginia,VA,33%,19%,20%,14%,15%,29%
Sussex,South,Virginia,VA,39%,23%,31%,14%,18%,27%
Lancaster,South,Virginia,VA,31%,15%,26%,14%,13%,26%
Westmoreland,South,Virginia,VA,30%,20%,28%,14%,13%,30%
Accomack,South,Virginia,VA,37%,20%,31%,14%,15%,30%
Greensville,South,Virginia,VA,35%,24%,27%,14%,19%,29%
Northumberland,South,Virginia,VA,26%,16%,30%,15%,13%,25%
Mecklenburg,South,Virginia,VA,32%,19%,31%,15%,17%,27%
Brunswick,South,Virginia,VA,35%,21%,32%,15%,20%,29%
Halifax,South,Virginia,VA,36%,21%,25%,15%,18%,30%
Northampton,South,Virginia,VA,35%,20%,33%,15%,17%,31%
Martinsville City,South,Virginia,VA,33%,22%,35%,15%,23%,28%
Danville City,South,Virginia,VA,35%,22%,37%,15%,22%,30%
Charles City,South,Virginia,VA,36%,19%,19%,15%,14%,30%
Franklin City,South,Virginia,VA,34%,23%,35%,16%,23%,28%
Petersburg City,South,Virginia,VA,38%,23%,38%,16%,25%,28%
Emporia City,South,Virginia,VA,32%,24%,42%,17%,25%,30%
Monongalia,South,West Virginia,WV,27%,22%,17%,9%,16%,26%
Putnam,South,West Virginia,WV,33%,19%,13%,11%,11%,29%
Berkeley,South,West Virginia,WV,36%,26%,19%,11%,13%,28%
Jefferson,South,West Virginia,WV,33%,22%,13%,11%,11%,28%
Marion,South,West Virginia,WV,34%,23%,23%,11%,14%,30%
Preston,South,West Virginia,WV,36%,24%,23%,12%,12%,35%
Pleasants,South,West Virginia,WV,38%,23%,22%,12%,13%,32%
Cabell,South,West Virginia,WV,33%,25%,27%,12%,16%,32%
Doddridge,South,West Virginia,WV,35%,24%,25%,12%,13%,35%
Ohio,South,West Virginia,WV,29%,24%,26%,12%,14%,22%
Upshur,South,West Virginia,WV,36%,26%,27%,12%,14%,29%
Taylor,South,West Virginia,WV,36%,24%,23%,12%,14%,36%
Gilmer,South,West Virginia,WV,39%,28%,28%,12%,16%,30%
Harrison,South,West Virginia,WV,33%,23%,19%,12%,14%,32%
Jackson,South,West Virginia,WV,31%,23%,25%,12%,15%,31%
Marshall,South,West Virginia,WV,33%,22%,21%,12%,14%,28%
Wirt,South,West Virginia,WV,38%,23%,30%,12%,15%,34%
Randolph,South,West Virginia,WV,36%,24%,28%,12%,14%,30%
Brooke,South,West Virginia,WV,35%,22%,23%,13%,14%,33%
Wood,South,West Virginia,WV,34%,24%,27%,13%,14%,32%
Boone,South,West Virginia,WV,35%,25%,28%,13%,15%,35%
Tyler,South,West Virginia,WV,34%,23%,24%,13%,15%,37%
Nicholas,South,West Virginia,WV,36%,25%,27%,13%,15%,39%
Mason,South,West Virginia,WV,36%,25%,28%,13%,16%,38%
Barbour,South,West Virginia,WV,35%,25%,28%,13%,14%,36%
Tucker,South,West Virginia,WV,36%,22%,25%,13%,15%,37%
Raleigh,South,West Virginia,WV,35%,22%,25%,13%,15%,34%
Hancock,South,West Virginia,WV,38%,23%,21%,13%,15%,34%
Mingo,South,West Virginia,WV,41%,27%,37%,13%,18%,41%
Morgan,South,West Virginia,WV,34%,22%,21%,13%,15%,31%
Grant,South,West Virginia,WV,37%,22%,26%,13%,15%,38%
Kanawha,South,West Virginia,WV,32%,23%,26%,13%,14%,30%
Mineral,South,West Virginia,WV,35%,24%,22%,13%,16%,26%
Lewis,South,West Virginia,WV,36%,27%,28%,13%,15%,32%
Wetzel,South,West Virginia,WV,33%,23%,27%,13%,16%,35%
Wyoming,South,West Virginia,WV,38%,26%,31%,13%,16%,38%
Lincoln,South,West Virginia,WV,41%,27%,32%,13%,17%,40%
Monroe,South,West Virginia,WV,32%,22%,29%,13%,12%,34%
Greenbrier,South,West Virginia,WV,34%,24%,29%,13%,15%,34%
Wayne,South,West Virginia,WV,38%,25%,28%,13%,15%,37%
Hampshire,South,West Virginia,WV,34%,25%,30%,13%,17%,31%
Ritchie,South,West Virginia,WV,34%,23%,26%,13%,14%,34%
Hardy,South,West Virginia,WV,36%,24%,25%,14%,14%,37%
Braxton,South,West Virginia,WV,31%,25%,31%,14%,16%,34%
Logan,South,West Virginia,WV,41%,28%,28%,14%,16%,37%
Mercer,South,West Virginia,WV,34%,24%,31%,14%,16%,34%
Fayette,South,West Virginia,WV,35%,25%,31%,14%,16%,36%
Summers,South,West Virginia,WV,38%,23%,34%,14%,15%,36%
Pocahontas,South,West Virginia,WV,32%,23%,28%,14%,15%,28%
Roane,South,West Virginia,WV,37%,26%,30%,14%,17%,35%
Clay,South,West Virginia,WV,36%,26%,36%,14%,18%,40%
Pendleton,South,West Virginia,WV,35%,22%,26%,14%,14%,30%
Calhoun,South,West Virginia,WV,35%,26%,30%,14%,17%,35%
Webster,South,West Virginia,WV,36%,27%,40%,15%,18%,36%
McDowell,South,West Virginia,WV,40%,31%,46%,16%,20%,38%
Fairbanks North Star,West,Alaska,AK,29%,16%,11%,6%,13%,20%
Anchorage,West,Alaska,AK,27%,16%,14%,7%,12%,18%
Juneau,West,Alaska,AK,27%,17%,10%,7%,11%,16%
Denali,West,Alaska,AK,25%,18%,9%,7%,14%,18%
Matanuska-Susitna,West,Alaska,AK,29%,21%,13%,7%,12%,22%
Kodiak Island,West,Alaska,AK,29%,17%,11%,8%,13%,20%
Kenai Peninsula,West,Alaska,AK,28%,20%,15%,8%,13%,24%
Sitka,West,Alaska,AK,27%,18%,10%,8%,13%,17%
Valdez-Cordova,West,Alaska,AK,30%,19%,11%,8%,13%,23%
Ketchikan Gateway,West,Alaska,AK,29%,20%,18%,9%,14%,22%
Aleutians West,West,Alaska,AK,36%,18%,10%,9%,16%,24%
Southeast Fairbanks,West,Alaska,AK,33%,20%,21%,9%,16%,21%
North Slope,West,Alaska,AK,35%,25%,17%,9%,14%,25%
Petersburg Borough,West,Alaska,AK,30%,19%,13%,9%,15%,21%
Bristol Bay,West,Alaska,AK,34%,21%,12%,9%,12%,23%
Haines,West,Alaska,AK,27%,18%,15%,10%,15%,20%
Aleutians East,West,Alaska,AK,31%,20%,16%,10%,18%,29%
Yakutat,West,Alaska,AK,32%,21%,25%,10%,16%,25%
Skagway,West,Alaska,AK,31%,21%,25%,11%,18%,20%
Prince of Wales-Hyder,West,Alaska,AK,35%,25%,26%,11%,18%,29%
Northwest Arctic,West,Alaska,AK,33%,35%,29%,12%,21%,26%
Lake and Peninsula,West,Alaska,AK,32%,31%,22%,12%,17%,23%
Dillingham,West,Alaska,AK,35%,32%,25%,12%,18%,26%
Bethel,West,Alaska,AK,32%,34%,32%,13%,21%,27%
Nome,West,Alaska,AK,33%,35%,34%,13%,21%,27%
Wade Hampton,West,Alaska,AK,34%,41%,44%,14%,26%,28%
Yukon-Koyukuk,West,Alaska,AK,27%,32%,33%,15%,21%,25%
Coconino,West,Arizona,AZ,22%,20%,25%,9%,20%,16%
Maricopa,West,Arizona,AZ,22%,15%,24%,9%,16%,20%
Pima,West,Arizona,AZ,22%,15%,26%,9%,16%,18%
Greenlee,West,Arizona,AZ,33%,17%,12%,10%,14%,24%
Yavapai,West,Arizona,AZ,25%,15%,24%,10%,18%,20%
Graham,West,Arizona,AZ,32%,18%,24%,11%,16%,23%
Pinal,West,Arizona,AZ,30%,17%,25%,11%,16%,26%
Cochise,West,Arizona,AZ,25%,16%,28%,11%,16%,23%
Mohave,West,Arizona,AZ,28%,20%,32%,12%,19%,32%
Yuma,West,Arizona,AZ,30%,15%,30%,12%,22%,28%
Gila,West,Arizona,AZ,27%,18%,39%,12%,18%,26%
Navajo,West,Arizona,AZ,31%,23%,35%,14%,24%,24%
Santa Cruz,West,Arizona,AZ,21%,15%,35%,14%,15%,19%
La Paz,West,Arizona,AZ,32%,16%,35%,15%,18%,30%
Apache,West,Arizona,AZ,33%,26%,40%,17%,28%,22%
Lassen,West,California,CA,25%,15%,20%,8%,18%,17%
Santa Clara,West,California,CA,20%,9%,9%,8%,12%,15%
Yolo,West,California,CA,20%,12%,18%,8%,16%,14%
Placer,West,California,CA,23%,11%,10%,8%,13%,14%
San Francisco,West,California,CA,15%,12%,14%,8%,17%,14%
Mono,West,California,CA,22%,14%,16%,8%,14%,14%
San Luis Obispo,West,California,CA,22%,12%,16%,9%,14%,15%
Santa Cruz,West,California,CA,21%,13%,19%,9%,14%,11%
San Mateo,West,California,CA,20%,9%,10%,9%,11%,16%
Orange,West,California,CA,20%,11%,18%,9%,11%,15%
Marin,West,California,CA,18%,11%,10%,9%,12%,11%
El Dorado,West,California,CA,19%,12%,13%,9%,14%,15%
Ventura,West,California,CA,21%,11%,16%,9%,10%,17%
Alameda,West,California,CA,20%,11%,14%,9%,15%,15%
Contra Costa,West,California,CA,23%,11%,14%,9%,13%,17%
Santa Barbara,West,California,CA,19%,12%,23%,9%,12%,15%
Humboldt,West,California,CA,25%,15%,24%,9%,19%,14%
Yuba,West,California,CA,26%,15%,29%,9%,19%,15%
Sonoma,West,California,CA,22%,12%,14%,9%,13%,13%
San Diego,West,California,CA,20%,12%,19%,9%,14%,15%
Napa,West,California,CA,24%,11%,12%,9%,11%,14%
Butte,West,California,CA,25%,15%,24%,10%,18%,18%
Sacramento,West,California,CA,27%,15%,24%,10%,17%,17%
Nevada,West,California,CA,20%,12%,18%,10%,15%,15%
Solano,West,California,CA,30%,12%,17%,10%,15%,18%
Shasta,West,California,CA,27%,14%,20%,10%,19%,20%
San Benito,West,California,CA,24%,12%,20%,10%,11%,14%
Sutter,West,California,CA,28%,13%,21%,10%,18%,22%
San Joaquin,West,California,CA,29%,14%,28%,10%,16%,19%
Monterey,West,California,CA,24%,14%,25%,10%,13%,17%
Riverside,West,California,CA,26%,14%,24%,10%,13%,18%
Stanislaus,West,California,CA,32%,15%,24%,10%,16%,18%
Kings,West,California,CA,25%,16%,34%,10%,16%,18%
Tuolumne,West,California,CA,21%,13%,21%,10%,17%,16%
San Bernardino,West,California,CA,29%,14%,28%,10%,13%,19%
Amador,West,California,CA,27%,13%,19%,10%,15%,17%
Kern,West,California,CA,29%,17%,33%,10%,15%,22%
Calaveras,West,California,CA,25%,12%,21%,11%,15%,17%
Del Norte,West,California,CA,27%,16%,31%,11%,19%,18%
Tehama,West,California,CA,29%,15%,27%,11%,17%,21%
Los Angeles,West,California,CA,21%,12%,27%,11%,15%,17%
Inyo,West,California,CA,23%,13%,20%,11%,15%,16%
Glenn,West,California,CA,28%,15%,24%,11%,16%,17%
Merced,West,California,CA,29%,16%,36%,11%,17%,21%
Mariposa,West,California,CA,23%,13%,25%,11%,17%,17%
Mendocino,West,California,CA,23%,15%,26%,11%,16%,18%
Colusa,West,California,CA,24%,14%,20%,11%,15%,16%
Madera,West,California,CA,27%,16%,31%,11%,14%,20%
Fresno,West,California,CA,29%,13%,38%,11%,17%,19%
Tulare,West,California,CA,30%,15%,37%,11%,15%,18%
Sierra,West,California,CA,24%,13%,19%,12%,19%,17%
Plumas,West,California,CA,24%,13%,22%,12%,19%,16%
Siskiyou,West,California,CA,23%,15%,30%,12%,21%,20%
